applied: applied, 
has: 
bekämpfen: bekämpfen, 
ravinder: ravinder, 
‘mindfulness’: ‘mindfulness’, 
appelliert: appelliert, 
servic: servic, services, 
vikander: vikander, 
economies: economies, 
air: 
aim: 
dept: dept, 
alimentación: alimentación, 
parched: parched, 
inneren: inneren, 
aid: 
35th: 35th, 
ríos: ríos, 
‘courtesy: ‘courtesy, 
remembering: remembering, 
mexico: mexico, 
defeated: defeated, 
afforestation: afforestation, 
rwanda's: rwanda's, 
im: 
mujer: mujer, mujeres, 
seattle: seattle, 
gedenkens: gedenkens, 
self-inflicted: self-inflicted, 
hong: hong, 
tóxicos: tóxicos, 
defienden: defienden, 
perform: perform, performances, 
propuesta: propuesta, 
make: make, makes, 
càmping: càmping, 
construye: construye, 
reclaman: reclaman, 
afrin: afrin, 
envenenados: envenenados, 
bottled: bottled, 
unión: unión, 
cross-country: cross-country, 
several: several, 
confronting: confronting, 
couple: couple, 
combatir: combatir, 
catholic: catholic, 
swell: swell, 
misery: misery, 
rail: rail, rail-trails, 
solicitudes: solicitudes, 
jetzt: jetzt, 
hand: hand, handcarts, handschlag, handicapées, 
incremento: incremento, 
nix: 
antworten: antworten, 
kim: 
patagonia: patagonia, 
pioneers: pioneers, 
srinagar: srinagar, 
opportunity: opportunity, opportunities, 
carcharocles: carcharocles, 
médicos: médicos, 
espacios: espacios, 
thy: 
campo: campo, 
castellón: castellón, 
matemática: matemática, matemático, 
ocean: ocean, oceans, oceana, oceanografía, 
dimon: dimon, 
gekommen: gekommen, 
neuwagen: neuwagen, 
client: client, 
mother: mother, 
fourmis: fourmis, 
corporate: corporate, 
epa: 
ambiental: ambiental, 
sprechen: sprechen, 
lasst: lasst, 
just: just, justice, 
ornitológico: ornitológico, 
¿cómo: ¿cómo, 
maduros: maduros, 
newton: newton, 
proposes: proposes, 
rostros: rostros, 
thanks: thanks, 
human: human, humano, humanos, 
facts: facts, 
feuerwehr: feuerwehr, 
hai: 
campaign: campaign, campaigner, campaigners, 
han: 
så: 
bnp: 
emphasis: emphasis, 
l’option: l’option, 
l’arbitrage: l’arbitrage, 
coloca: coloca, 
board: board, board-level, 
easy: easy, 
prison: prison, 
#exxonknew: #exxonknew, 
@rebeccarhelm: @rebeccarhelm, 
east: east, 
hat: 
turismos: turismos, 
turquoise: turquoise, 
graders: graders, 
ashore: ashore, 
unter: unter, unterscheiden, 
low-income: low-income, 
gove: gove, governor, government, 
survival: survival, 
possible: possible, 
narwhals: narwhals, 
apus: apus, 
birth: birth, birthday, 
judge: judge, 
cape: cape, 
sinnliche: sinnliche, 
l’agenda: l’agenda, 
melting: melting, 
kommunstyrelsens: kommunstyrelsens, 
etats-unis: etats-unis, 
gift: gift, gifts, 
bündnis: bündnis, 
logements: logements, 
unnecessary: unnecessary, 
sirius: sirius, 
begehren: begehren, 
madhya: madhya, 
e-waste: e-waste, 
offices: offices, 
security: security, 
hund: hund, hunde, 
toros: toros, 
attorney: attorney, 
right: right, rights, 
old: 
deal: deal, 
people: people, peoples’, 
understand: understand, 
crown: crown, 
catalunya: catalunya, 
dead: dead, deadly, deadline, deadliest, deadly.’, 
born: born, borneo, 
wwf: 
meters: meters, 
election: election, elections, 
dear: dear, 
harassment: harassment, 
woodcock: woodcock, 
denier: denier, 
ich: 
l’écologie: l’écologie, 
gasoil: gasoil, 
scholz: scholz, 
ice: 
rhino: rhino, rhinoceros, 
elaboración: elaboración, 
gouvernement: gouvernement, 
hicieron: hicieron, 
lluvias: lluvias, 
associatifs;26: associatifs;26, 
dolce: dolce, 
bold: bold, 
queda: queda, 
aumento: aumento, 
burn: burn, burning, 
spielzeug: spielzeug, 
defensive: defensive, 
losing: losing, 
post: post, posts, postnote, postcode, post-2020, 
super: super, supera, superhero, supercomputer, superbildschirm, 
emits: emits, 
zur: 
transcends: transcends, 
difícil: difícil, 
violencia: violencia, 
coral: coral, corales, 
tiburón: tiburón, 
paralizar: paralizar, 
implicar: implicar, 
ensure: ensure, 
anfängen: anfängen, 
refuerza: refuerza, 
mismo: mismo, 
commit: commit, commits, committee, committees, commitments, 
efforts: efforts, 
palestinians: palestinians, 
sept: sept, 
rädern: rädern, 
zum: 
période: période, 
managers: managers, 
formerly: formerly, 
civil: civil, civilisational, 
pétrolières: pétrolières, 
som: 
son: 
técnica: técnica, 
lies: lies, 
ecology: ecology, 
bats: bats, 
honored: honored, 
reservoirs: reservoirs, 
reducing: reducing, 
côte: côte, 
facilita: facilita, 
severely: severely, 
viajes: viajes, 
crowd: crowd, 
support: support, supporter, supporting, 
constantly: constantly, 
sunlight: sunlight, 
fight: fight, fights, fighting, 
lago: lago, 
editor: editor, 
way: 
was: 
war: 
outlining: outlining, 
happy: happy, 
head: head, headline, 
reunión: reunión, 
offer: offer, offers, offered, offering, offerings, 
fascination: fascination, 
forming: forming, 
‘plot’: ‘plot’, 
mysterious: mysterious, 
heat: heat, 
seguir: seguir, seguirán, 
hear: hear, heartthrob, 
solar: solar, 
‘jellyballing’: ‘jellyballing’, 
perreras: perreras, 
emboldened: emboldened, 
oberweite: oberweite, 
attached: attached, 
maximum: maximum, 
krieg: krieg, 
angst: angst, 
gemacht: gemacht, 
economic: economic, economics, 
pest: pest, pests, pesticide, pesticidas, pesticides, 
lays: lays, 
regeringen: regeringen, regeringens, 
inslee: inslee, 
mountain: mountain, 
average: average, 
wichtiger: wichtiger, 
underwater: underwater, 
recupera: recupera, recuperación, 
molt: molt, 
hungry: hungry, 
kogler: kogler, 
guatemala: guatemala, 
petition: petition, 
check: check, 
radically: radically, 
engines: engines, 
guinean: guinean, 
dying: dying, 
valuing: valuing, 
möta: möta, 
ne: 
topped: topped, 
verletzte: verletzte, 
flood: flood, floods, flooding, 
role: role, 
digital: digital, digitaliseringens, 
test: test, testigos, testé…, 
täuscher: täuscher, 
kenyan: kenyan, 
roll: roll, rolls, rollkoffer, 
picture: picture, pictures, 
asociación: asociación, 
mineiro: mineiro, 
muxía: muxía, 
vegades: vegades, 
irma: irma, 
foyers: foyers, 
surprise: surprise, 
welcome: welcome, 
ávidos: ávidos, 
rodal: rodal, 
selbstzerstörung: selbstzerstörung, 
journey: journey, 
impuestos: impuestos, 
russe: russe, 
sätta: sätta, 
died: died, 
alianza: alianza, 
jones: jones, 
rénovation: rénovation, 
noviembre: noviembre, 
longer: longer, 
logro: logro, 
quandary: quandary, 
together: together, 
lazarus: lazarus, 
serious: serious, 
selbstfahrendem: selbstfahrendem, 
neighbors: neighbors, 
broke: broke, 
corps: corps, 
diplomacy: diplomacy, 
alaska's: alaska's, 
global: global, globalisierung, 
catalogados: catalogados, 
focus: focus, focused, focuses, 
roy: 
dañar: dañar, 
battle: battle, 
emisiones: emisiones, 
bomber: bomber, 
midst: midst, 
row: 
macht: macht, machte, 
tarnac: tarnac, 
depend: depend, 
comunidad: comunidad, comunidades, 
vathana: vathana, 
certification: certification, 
extremadamente: extremadamente, 
environment: environment, environments, environmental, environment;international, 
charge: charge, 
favourite: favourite, 
vec: 
preservado: preservado, 
oversight: oversight, 
volunteers: volunteers, 
aronjans: aronjans, 
brown: brown, brown-colored, 
ecológico: ecológico, 
impulsado: impulsado, 
español: español, españolas, 
embark: embark, 
mf: 
jpmorgan: jpmorgan, 
tanks: tanks, 
russia's: russia's, 
organización: organización, organizaciones, organización/empresa, 
trouble: trouble, 
blast: blast, 
‘both: ‘both, 
selber: selber, 
level: level, levels, 
did: 
die: 
gualinga: gualinga, 
democrat: democrat, 
dic: 
leave: leave, 
agefiph: agefiph, 
¡compensanatura: ¡compensanatura, 
madrileña: madrileña, 
baixes: baixes, 
gut: 
lever: lever, 
dip: 
compradores: compradores, 
dis: 
prevent: prevent, prevention, preventing, 
revolution: revolution, 
says: says, 
envenenamientos: envenenamientos, 
sign: sign, signs, signature, 
cost: cost, costa, costs, 
aumenta: aumenta, aumentar, 
cargo: cargo, 
bevakade: bevakade, 
adds: adds, 
croft: croft, 
subscriptions: subscriptions, 
contamina: contamina, contaminants, contaminated, contamination, contaminantes, contaminación, 
lhasa: lhasa, 
suelos: suelos, 
goes: goes, 
entender: entender, 
boost: boost, boosts, 
enfermedad: enfermedad, 
explosion: explosion, 
enfermos: enfermos, 
honour: honour, 
unregulated: unregulated, 
french: french, 
water: water, waters, waterways, waterbirds, 
snack: snack, 
baseball: baseball, 
address: address, addressing, 
change: change, changes, 
grüne: grüne, grünes, 
box: 
längeren: längeren, 
instituto: instituto, 
yemen: yemen, 
battling: battling, 
institute: institute, 
tajuña: tajuña, 
alte: alte, 
mumbai: mumbai, 
desbordaría: desbordaría, 
exploitation: exploitation, 
bon: 
provocado: provocado, 
bevor: bevor, 
love: love, 
análisis: análisis, 
algoritmos: algoritmos, 
semana: semana, semanas, 
forefront: forefront, 
carol: carol, 
ecofeminista: ecofeminista, 
pradesh: pradesh, 
l’empoisonnement: l’empoisonnement, 
wealth: wealth, 
prove: prove, proveedores, 
actuación: actuación, 
große: große, großen, 
visit: visit, 
nadie: nadie, 
france: france, 
mitad: mitad, 
vivir: vivir, 
prey: prey, 
konnte: konnte, 
peru: peru, peruíbe, peru’s, 
chapter: chapter, chapters, 
sharing: sharing, 
primaveras: primaveras, 
club: club, 
oregon: oregon, oregon’s, 
letzte: letzte, 
visual: visual, 
cautious: cautious, 
emitting: emitting, 
socioecológicos: socioecológicos, 
geteiltes: geteiltes, 
osprey: osprey, 
capturing: capturing, 
involve: involve, involved, 
sheds: sheds, 
gestern: gestern, 
tokyo: tokyo, 
car: 
originally: originally, 
abortion: abortion, 
recalé;8: recalé;8, 
sous: sous, 
can: 
cam: 
gelingt: gelingt, 
isn’t: isn’t, 
ferry: ferry, 
fauna: fauna, 
ascel: ascel, 
feature: feature, 
social: social, sociale, social-good, 
ihre: ihre, ihren, 
crazy: crazy, 
reconquête: reconquête, 
trump: trump, trump's, trump’s, trump-berater, 
corazón: corazón, 
noch: noch, 
construir: construir, 
suprimirá: suprimirá, 
confused: confused, 
grootste: grootste, 
topic: topic, 
“white: “white, 
council: council, councilor, 
quoll: quoll, quolls, 
empoderando: empoderando, 
conflict: conflict, conflictos, 
winter: winter, wintery, 
24,537: 24,537, 
divided: divided, 
berühmte: berühmte, 
almacenar: almacenar, 
write: write, writes, 
crumbling: crumbling, 
vital: vital, 
botanist: botanist, 
pure: pure, 
elephant: elephant, elephants, 
l’ex-agent: l’ex-agent, 
nyc: 
speaks: speaks, 
economy: economy, 
über: über, übers, 
product: product, productos, production, productive, productivos, 
mar: 
anzug: anzug, 
informe: informe, informed, 
may: 
sacrifice: sacrifice, 
maz: 
taurinos: taurinos, 
deforestation: deforestation, 
vencejo: vencejo, vencejos, 
4th: 
maritime: maritime, 
hombre: hombre, hombres, 
improving: improving, 
för: för, förslag, förbjuda, fördubbla, fördubblat, 
leva: leva, levante, 
data: data, data-visualization, 
grow: grow, grown, growth, growing, 
man: 
nabu/birdlife: nabu/birdlife, 
ajenas: ajenas, 
surfing: surfing, 
través: través, 
kong's: kong's, 
su: 
downsizes: downsizes, 
outpouring: outpouring, 
colonia: colonia, 
umweltgifte: umweltgifte, 
sc: 
sa: 
talk: talk, talks, 
cécile: cécile, 
cute: cute, 
lsd: 
sabían: sabían, 
canberra: canberra, 
alarmglocke: alarmglocke, 
midnight: midnight, 
immer: immer, 
cuts: cuts, 
3.000: 3.000, 
cold: cold, 
still: still, 
apes: apes, 
group: group, groups, group's, groups​, 
monitor: monitor, monitored, 
apex: apex, 
proposed: proposed, 
amazing: amazing, 
coordinates: coordinates, 
aviv: aviv, 
ethiopia: ethiopia, 
félix: félix, 
museo: museo, 
África: África, 
policy: policy, 
main: main, mainly, 
decades: decades, 
feats: feats, 
marzo: marzo, 
halt: halt, 
retailer: retailer, retailers, 
100,000: 100,000, 
killer: killer, 
nation: nation, nations, nation's, national, nationwide, nation’s, 
toxic: toxic, 
flint: flint, 
half: half, 
incuba: incuba, incubar, 
now: 
killed: killed, 
belagert: belagert, 
dude’s: dude’s, 
name: name, named, 
stabilize: stabilize, 
kupka: kupka, 
deutschland: deutschland, 
xarxa: xarxa, 
comisión: comisión, 
possibilities: possibilities, 
bursts: bursts, 
rock: rock, rocks, rock?”, 
entirely: entirely, 
turtle: turtle, 
nrdc: nrdc, 
rodríguez: rodríguez, 
prompted: prompted, 
analizarán: analizarán, 
ee: 
glawischnig: glawischnig, 
apiarists: apiarists, 
curveball: curveball, 
year: year, years, year-end, year’s, 
eu: 
et: 
happen: happen, happened, 
es: 
er: 
canada: canada, canada's, 
living: living, 
diseñados: diseñados, 
sebastian: sebastian, 
shadowing: shadowing, 
tensions: tensions, 
información: información, 
zinke: zinke, zinke’s, 
increase: increase, increased, 
bailout: bailout, 
pamela: pamela, 
emerged: emerged, 
long-fought: long-fought, 
glissement: glissement, 
ámbito: ámbito, 
monster: monster, 
tienen: tienen, 
huevos: huevos, 
ibas: ibas, 
incentives: incentives, 
guidestar: guidestar, 
oasis: oasis, 
bayer: bayer, bayer-monsanto, 
plea: plea, pleads, pleasure, 
sitges: sitges, 
quits: quits, 
scarred: scarred, 
marine: marine, 
envenenar: envenenar, 
care: care, careers, 
training: training, 
quemado: quemado, 
außer: außer, 
monsignor: monsignor, 
caruana: caruana, 
forecast: forecast, 
british: british, 
thing: thing, things, 
place: place, placed, places, 
“limpieza”: “limpieza”, 
routes: routes, 
comunicación: comunicación, 
think: think, thinks, thinktank, 
first: first, first-time, 
saving: saving, 
xl: 
oroya: oroya, 
troposférico: troposférico, 
ong: 
befreit: befreit, 
reopen: reopen, 
pm2.5: pm2.5, 
procedimiento: procedimiento, 
anti-oppression: anti-oppression, 
president: president, presidential, president’s, 
ring: ring, 
político: político, 
open: open, 
samarbeten: samarbeten, 
millions: millions, 
city: city, 
otero: otero, 
negocio: negocio, 
officials: officials, 
silent: silent, 
district: district, 
llegar: llegar, llegaron, 
hawksbills: hawksbills, 
plastic: plastic, 
conservation: conservation, conservationist, conservationists, 
draft: draft, 
1d: 
lobbyists: lobbyists, 
beklagt: beklagt, 
implicaciones: implicaciones, 
mining: mining, 
advierte: advierte, 
uninformed: uninformed, 
surges: surges, 
alan: alan, 
diputados: diputados, 
silvestre: silvestre, 
baja: baja, bajas, 
beslutet: beslutet, 
colectivos: colectivos, 
freunden: freunden, 
furtivos: furtivos, 
population: population, 
